alert_id,transaction_id,transaction_time,customer_id,device_id,beneficiary_id,amount,channel,merchant_category,country,home_country,account_age_days,customer_segment,customer_vulnerability_score,usual_transaction_amount,usual_transaction_hour,p3_synthetic_risk_grade_context,p3_synthetic_pd_context,device_age_days,device_trust_score,device_country,emulator_flag,rooted_device_flag,beneficiary_age_hours,beneficiary_risk_score,beneficiary_country,mobile_channel_flag,card_channel_flag,api_channel_flag,transfer_merchant_flag,ip_risk_score,failed_otp_count,transactions_last_10m,transactions_last_1h,amount_last_24h,distance_from_last_transaction,night_transaction_flag,new_device_flag,new_beneficiary_flag,high_risk_merchant_flag,country_mismatch_flag,device_country_mismatch_flag,amount_spike_ratio,account_takeover_signal,mule_network_signal,social_engineering_signal,password_reset_recent_flag,multiple_accounts_device_flag,privileged_override_flag,blacklist_hit,duplicate_transaction_flag,transaction_fraud_label,fraud_type,simulation_day,synthetic_split,data_layer,data_status,source_type,claim_boundary,synthetic_model_score_raw,synthetic_model_score,synthetic_anomaly_score,model_feature_set,rule_hit_count,critical_rule_hits,high_rule_hits,medium_rule_hits,rule_hits,rule_reason_codes,rule_primary_action,highest_rule_priority,max_rule_severity,decision,primary_reason_code,all_reason_codes,expected_prevented_loss_proxy,customer_friction_risk,review_priority,sla_hours,override_eligibility,decision_engine_version,model_step_up_threshold,model_review_threshold,model_decline_threshold,anomaly_review_threshold,detection_confidence,potential_loss_proxy,alert_priority_score,assigned_team,arrival_day,processed_day,queue_age_hours,capacity_status,handling_minutes,sla_breach_flag,investigation_status,outcome,analyst_action,prevented_loss_proxy,recovery_proxy
AL000000619,T000027955,2026-01-25 13:39:00,C0043796,D0060585,B0084199,4.13,CARD,GAMING,MY,MY,904,Mass,19.64,46.4,11,B,0.16,699,72.8,ID,0,0,3158,22.27,ID,0,1,0,0,1.54,2,12,20,9.01,262.45,0,0,0,1,0,1,0.089,0,0,0,1,0,0,0,0,0,NONE,25,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.970508756897967,observable_controls_v1,2,0,2,0,FRD-030;FRD-032,RC_HIGH_VELOCITY;RC_CARD_TESTING,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY;RC_CARD_TESTING,0.359,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7666,0.5129,0.4318,Fraud Operations,25,25,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004885,T000218614,2026-01-26 00:39:00,C0030861,D0047140,B0046189,138.96,API,GAMING,MY,MY,1867,Mass,19.6,35.25,1,A,0.1,185,76.0,MY,0,0,1006,10.18,ID,0,0,1,0,5.72,0,1,1,267.44,15.66,1,0,0,1,1,0,3.942,1,0,0,0,0,1,0,0,0,NONE,26,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.660684285161366,0.0301405234835148,0.9984002109085244,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,2.9318,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5073,4.1883,2.3329,Fraud Operations,26,26,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003443,T000153389,2026-01-09 12:34:00,C0045137,D0019759,B0045480,2.22,CARD,UTILITIES,MY,MY,1478,Affluent,6.12,12.64,19,B,0.16,361,79.54,PH,0,0,2490,19.71,VN,0,1,0,0,2.88,0,6,11,2.57,19.98,0,0,0,0,0,1,0.1759,0,0,0,0,0,0,0,0,1,CARD_TESTING,9,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8883218874957592,0.1224520035884287,0.1431781278273426,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1903,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4021,0.2718,0.1127,Fraud Operations,9,9,0.0,Within simulation window,14,0,CLOSED,CONFIRMED_FRAUD,Block instrument and initiate recovery,1.0,0.33
AL000001999,T000089665,2026-01-28 11:32:00,C0046329,D0032556,B0037357,2.58,CARD,GAMING,VN,VN,545,Mass,14.26,33.7,10,B,0.16,433,90.1,MY,0,0,1187,9.7,VN,0,1,0,0,1.0,1,6,13,7.05,100.73,0,0,0,1,0,1,0.0765,1,0,0,0,0,0,0,0,0,NONE,28,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.5769606403949742,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2243,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4676,0.3204,0.1605,Fraud Operations,28,28,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000660,T000030194,2026-01-18 15:38:00,C0047857,D0007175,B0046986,96.4,MOBILE,GROCERY,VN,VN,616,Mass,8.13,32.24,11,B,0.16,301,76.55,ID,0,0,2250,33.61,MY,1,0,0,0,22.35,7,2,2,292.65,578.52,0,0,1,0,0,1,2.99,1,0,0,0,0,0,0,0,0,NONE,18,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.4812417214041814,0.0138916626019678,0.8738922808678407,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,0.9374,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7246,1.3392,1.5146,ATO & Account Security,18,18,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001020,T000047538,2026-01-16 14:40:00,C0005540,D0016817,B0044361,461.67,MOBILE,GAMING,SG,SG,653,Mass,53.5,114.0,13,A,0.1,713,76.96,VN,0,0,467,27.18,ID,1,0,0,0,60.54,5,0,2,629.97,413.4,0,0,0,1,0,1,4.0497,0,0,1,0,0,0,0,0,0,NONE,16,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8499064950821639,0.0885009322087922,0.9287165137779588,observable_controls_v1,1,0,0,1,FRD-040,RC_AUTH_FAILURE,STEP_UP,5,MEDIUM,MANUAL_REVIEW,RC_COMBINED_RISK,RC_COMBINED_RISK;RC_AUTH_FAILURE,28.6008,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6314,40.8582,32.7005,Fraud Operations,16,16,0.0,Within simulation window,14,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004103,T000183949,2026-01-18 11:36:00,C0011334,D0063169,B0034780,4.28,CARD,CRYPTO,VN,VN,858,Mass,31.54,11.14,15,F_G,0.44,553,79.63,VN,0,0,774,14.15,PH,0,1,0,0,15.64,1,9,13,19.79,115.05,0,0,0,1,1,0,0.3838,0,0,0,0,1,0,0,0,1,CARD_TESTING,18,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9589447383715703,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.3721,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6449,0.5315,0.3968,Fraud Operations,18,18,0.0,Within simulation window,10,0,CLOSED,CONFIRMED_FRAUD,Block instrument and initiate recovery,1.93,0.64
AL000003773,T000168438,2026-01-11 19:35:00,C0047385,D0061112,B0078879,2.12,CARD,TRAVEL,VN,VN,236,Digital_Native,43.5,12.05,17,E,0.36,299,81.91,VN,0,0,1817,2.44,VN,0,1,0,0,16.57,2,11,14,4.9,548.45,0,0,0,0,1,1,0.176,0,0,0,0,0,0,0,0,1,CARD_TESTING,11,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9213167402649538,observable_controls_v1,2,0,2,0,FRD-030;FRD-032,RC_HIGH_VELOCITY;RC_CARD_TESTING,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY;RC_CARD_TESTING,0.1843,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7592,0.2633,0.2434,Fraud Operations,11,11,0.0,Within simulation window,12,0,CLOSED,CONFIRMED_FRAUD,Block instrument and initiate recovery,0.95,0.32
AL000003719,T000166803,2026-01-23 14:46:00,C0029676,D0018914,B0078077,2.63,CARD,GROCERY,VN,VN,1517,Mass,29.06,22.63,10,D,0.29,359,59.28,ID,0,0,5118,20.88,VN,0,1,0,0,3.0,0,6,14,4.99,114.12,0,0,0,0,0,1,0.1164,0,0,0,0,1,0,0,0,0,NONE,23,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.8012846246487354,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2286,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5012,0.3266,0.1875,Fraud Operations,23,23,0.0,Within simulation window,14,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001044,T000048588,2026-01-18 07:52:00,C0004388,D0008962,B0073867,2.12,CARD,GROCERY,ID,ID,233,Mass,8.15,6.0,10,D,0.29,387,66.99,ID,0,0,4652,10.5,VN,0,1,0,0,11.38,1,8,12,7.52,62.21,0,0,1,0,1,0,0.3529,0,1,0,0,0,0,0,0,0,NONE,18,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.951023685266961,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.1782,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6427,0.2545,0.1702,Fraud Operations,18,18,0.0,Within simulation window,12,0,CLOSED,DUPLICATE,Reverse duplicate and close,0.0,0.0
AL000005228,T000234317,2026-01-06 06:13:00,C0032239,D0043784,B0025848,2.92,CARD,GROCERY,VN,VN,1500,Mass,7.82,49.04,8,C,0.22,512,85.97,PH,0,0,2751,21.96,SG,0,1,0,0,2.92,0,8,15,4.32,126.53,0,0,0,0,0,1,0.0595,0,0,0,1,0,0,0,0,0,NONE,6,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.735046166198314,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.2538,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6113,0.3626,0.2304,Fraud Operations,6,6,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004531,T000202801,2026-01-05 04:35:00,C0016713,D0033706,B0036676,65.17,MOBILE,GROCERY,MY,MY,1053,Mass,23.25,37.57,8,A,0.1,533,70.29,SG,0,0,1987,4.18,VN,1,0,0,0,79.93,5,1,1,205.4,194.1,1,1,0,0,1,1,1.7346,0,0,0,0,0,0,0,0,0,NONE,5,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.7961820976558753,0.0613254642181952,0.966907733512286,observable_controls_v1,2,0,1,1,FRD-050;FRD-040,RC_GEO_MISMATCH;RC_AUTH_FAILURE,HOLD,3,HIGH,MANUAL_REVIEW,RC_COMBINED_RISK,RC_COMBINED_RISK;RC_GEO_MISMATCH;RC_AUTH_FAILURE,2.7976,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7504,3.9966,3.3475,Fraud Operations,5,5,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000005383,T000242316,2026-01-17 12:03:00,C0004776,D0006467,B0033471,4.37,CARD,TRAVEL,SG,SG,1064,Mass,33.78,33.06,16,B,0.16,527,68.83,ID,0,0,1168,28.44,PH,0,1,0,0,16.06,4,8,17,7.24,31.76,0,0,0,0,0,1,0.1322,0,0,0,1,1,0,0,0,0,NONE,17,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9605385357436024,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.3799,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6451,0.5427,0.4093,Fraud Operations,17,17,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004026,T000180285,2026-01-24 14:54:00,C0026142,D0020070,B0025440,3.64,CARD,RETAIL,MY,MY,346,Mass,6.86,16.68,14,D,0.29,557,83.72,VN,0,0,2289,12.25,MY,0,1,0,0,29.13,0,7,12,16.1,132.46,0,1,0,0,0,1,0.2182,0,0,0,0,1,0,0,0,0,NONE,24,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.8069467995230591,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.3059,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5011,0.437,0.2265,Fraud Operations,24,24,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003973,T000178211,2026-01-07 06:50:00,C0022061,D0011427,B0009801,1.56,CARD,UTILITIES,VN,VN,595,Mass,18.89,8.46,8,C,0.22,105,93.65,VN,0,0,1339,12.63,VN,0,1,0,0,1.88,1,8,12,2.07,29.43,0,0,0,0,0,1,0.1845,0,0,0,0,0,0,0,0,1,CARD_TESTING,7,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.3051942215857685,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.1311,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5458,0.1873,0.1119,Fraud Operations,7,7,0.0,Within simulation window,11,0,CLOSED,CONFIRMED_FRAUD,Block instrument and initiate recovery,0.7,0.23
AL000005472,T000246301,2026-01-26 08:16:00,C0037267,D0012626,B0009752,125.8,MOBILE,RETAIL,VN,VN,1212,Affluent,10.6,24.71,11,E,0.36,250,81.33,MY,0,0,3237,13.38,VN,1,0,0,0,3.21,0,3,4,438.05,32.46,0,0,0,0,0,1,5.0909,0,1,1,0,0,0,1,0,0,NONE,26,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.2413049134769882,0.0044747234797101,0.9432404417095572,observable_controls_v1,1,1,0,0,FRD-001,RC_BLACKLIST,BLOCK_ACCOUNT,1,CRITICAL,BLOCK_ACCOUNT,RC_BLACKLIST,RC_BLACKLIST,0.394,Very High,CRITICAL,1,Dual approval only,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6126,1.258,1.623,ATO & Account Security,26,26,0.0,Within simulation window,28,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001159,T000053286,2026-01-03 15:41:00,C0024309,D0047601,B0033607,566.45,MOBILE,RETAIL,TH,TH,1088,SME,48.62,214.92,15,D,0.29,281,72.38,SG,0,0,934,27.35,SG,1,0,0,0,47.5,5,2,4,1778.83,652.29,0,1,0,0,0,1,2.6356,1,0,0,0,0,0,0,0,0,NONE,3,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8109834139418419,0.0673477667138857,0.9650263336069552,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,26.7044,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7516,38.1491,53.4643,ATO & Account Security,3,3,0.0,Within simulation window,19,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001409,T000063452,2026-01-21 13:10:00,C0024264,D0019052,B0061194,1.77,CARD,TRAVEL,VN,VN,408,SME,3.9,19.41,18,C,0.22,335,58.86,MY,0,0,1764,4.24,VN,0,1,0,0,6.68,0,9,13,5.43,119.89,0,0,0,0,0,1,0.0913,0,0,0,0,0,0,0,0,0,NONE,21,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.4093782392733243,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.1539,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5625,0.2198,0.126,Fraud Operations,21,21,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000209,T000009429,2026-01-17 17:05:00,C0019613,D0011434,B0014856,1.21,CARD,CRYPTO,SG,SG,604,Mass,11.51,17.82,18,B,0.16,310,94.49,VN,0,0,1781,13.17,ID,0,1,0,0,4.91,1,7,13,4.32,49.06,0,0,0,1,0,1,0.0679,0,1,0,0,0,0,0,0,1,CARD_TESTING,17,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.5587098629693763,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1052,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4649,0.1503,0.0739,Fraud Operations,17,17,0.0,Within simulation window,14,0,CLOSED,SUSPECTED_FRAUD,Escalate enhanced investigation,0.54,0.0
AL000003629,T000162211,2026-01-04 13:25:00,C0045764,D0027304,B0070070,2.28,CARD,RETAIL,VN,MY,1620,Mass,20.2,39.97,16,B,0.16,264,67.79,VN,0,1,2070,8.45,VN,0,1,0,0,10.11,0,9,13,9.93,231.16,0,0,0,0,1,1,0.0571,0,0,0,0,0,0,0,0,0,NONE,4,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9224012414842688,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.1982,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6394,0.2832,0.1993,Fraud Operations,4,4,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003874,T000173498,2026-01-17 11:15:00,C0024107,D0022520,B0043828,1.34,CARD,GAMING,VN,VN,653,Mass,8.36,15.19,11,D,0.29,596,85.68,MY,0,0,1053,14.2,SG,0,1,0,0,3.03,1,6,8,1.9,93.04,0,0,0,1,0,1,0.0881,0,0,0,0,0,0,0,0,0,NONE,17,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.1789247260286284,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1126,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4069,0.1609,0.0682,Fraud Operations,17,17,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002265,T000101022,2026-01-18 07:03:00,C0004739,D0035724,B0025993,2.14,CARD,TRANSFER,VN,VN,452,Mass,9.52,9.96,8,D,0.29,413,78.73,VN,0,0,868,43.6,VN,0,1,0,1,1.85,0,9,13,12.23,29.83,0,0,0,0,0,0,0.215,0,0,0,0,1,0,0,0,0,NONE,18,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9366675254797868,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.186,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6415,0.2658,0.1786,Fraud Operations,18,18,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000005256,T000236058,2026-01-06 10:03:00,C0046421,D0059778,B0012361,3.38,CARD,RETAIL,VN,VN,1503,Affluent,22.63,29.69,15,D,0.29,336,88.66,VN,0,0,1469,10.44,VN,0,1,0,0,37.47,4,2,7,20.48,21.64,0,1,0,0,0,0,0.1137,0,0,0,0,1,0,0,0,0,NONE,6,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8878427904097621,0.1219003207296721,0.924582227361786,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2884,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5192,0.412,0.2381,Fraud Operations,6,6,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000005038,T000225338,2026-01-18 13:48:00,C0023052,D0042588,B0011217,81.81,MOBILE,GAMING,PH,PH,1859,Mass,14.77,51.53,13,D,0.29,689,73.43,VN,0,0,3366,6.8,VN,1,0,0,0,23.01,6,1,4,131.12,147.24,0,0,0,1,0,1,1.5876,1,0,0,0,0,0,0,0,0,NONE,18,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.5880060445866976,0.0218224062353333,0.6853927871681337,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,1.2497,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6983,1.7853,2.008,ATO & Account Security,18,18,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004930,T000220702,2026-01-24 14:33:00,C0010607,D0056348,B0079761,1.46,CARD,RETAIL,VN,VN,653,Digital_Native,21.96,25.78,15,C,0.22,763,84.41,VN,0,0,794,4.31,VN,0,1,0,0,21.3,2,11,18,4.54,374.49,0,1,0,0,0,0,0.0567,1,0,0,0,0,0,0,0,0,NONE,24,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.986105202609993,observable_controls_v1,2,0,2,0,FRD-030;FRD-032,RC_HIGH_VELOCITY;RC_CARD_TESTING,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY;RC_CARD_TESTING,0.1269,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.769,0.1813,0.1547,Fraud Operations,24,24,0.0,Within simulation window,13,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001399,T000062974,2026-01-11 11:58:00,C0038223,D0040820,B0061383,3.56,CARD,GAMING,VN,VN,793,Mass,3.58,12.47,12,B,0.16,309,86.11,VN,0,0,1318,18.84,SG,0,1,0,0,3.47,0,8,19,11.06,31.14,0,0,0,1,0,0,0.2855,0,0,0,0,1,0,0,0,1,CARD_TESTING,11,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9246061942395608,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.3095,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6397,0.4421,0.2879,Fraud Operations,11,11,0.0,Within simulation window,13,0,CLOSED,CONFIRMED_FRAUD,Block instrument and initiate recovery,1.6,0.53
