beneficiary_id,beneficiary_age_hours,beneficiary_risk_score,new_beneficiary_flag,beneficiary_country,beneficiary_blacklist_flag,data_layer,data_status,source_type,claim_boundary
B0026851,1439,15.32,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0030759,663,22.22,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0009862,1198,4.9,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0031259,4402,14.01,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0065367,1639,15.09,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073230,1417,2.86,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089349,1494,12.83,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0046288,3224,19.85,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0028644,2109,2.21,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019010,2922,8.44,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0086597,939,12.07,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023434,790,7.58,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0009602,2145,6.23,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032263,3114,3.82,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0071486,845,4.27,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0005918,2635,5.4,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0083685,1006,4.8,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019555,5459,2.45,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0084274,207,14.92,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0061323,2257,2.65,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0038747,183,2.25,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047389,3736,2.83,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049907,2549,12.53,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0065319,3351,4.63,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0069956,979,15.15,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063162,968,28.49,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0061902,1930,50.45,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088536,3493,42.25,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0001200,4469,13.24,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074663,1412,9.99,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0014651,1263,32.41,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081282,2930,12.85,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0031171,1865,11.53,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0035559,2418,26.38,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0036064,4753,25.51,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0041579,3918,19.11,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064473,1261,7.33,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0078540,2519,26.65,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024539,3461,7.95,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0062809,3573,0.46,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0045306,1702,26.54,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0086615,2868,1.44,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0066864,1032,12.76,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081200,4335,4.21,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0029954,240,6.75,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024908,1054,0.41,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0077593,2724,2.63,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082284,1225,19.4,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0035931,1101,54.8,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081002,2857,28.18,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0030867,2681,21.01,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0022914,307,19.37,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088294,2035,18.82,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0084569,4009,11.87,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024246,1254,14.47,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0000723,2427,12.15,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0008903,3948,0.89,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0086988,4711,19.55,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053370,973,2.89,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0017967,1873,31.03,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049320,5342,7.2,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0027060,666,16.73,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0017580,2022,5.56,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0038542,1387,12.88,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0015912,4866,13.9,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0070177,2578,5.43,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0080067,1619,29.07,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0059817,2407,20.64,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081296,1355,13.71,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011728,1856,2.41,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0083345,2831,26.23,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0008260,7404,16.82,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0066658,2761,9.74,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0009128,1832,6.52,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044845,2300,14.22,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0030760,3804,7.97,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064161,2662,14.55,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0025377,2736,4.89,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013812,1655,45.98,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0086292,1730,9.47,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0057614,3131,3.51,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088292,3472,5.99,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0076121,856,15.43,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0080291,2745,6.28,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0006838,5504,1.49,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0046322,3285,17.68,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0070202,1478,27.52,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0087158,4362,7.27,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011744,3813,11.28,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0070059,4868,16.42,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050749,277,2.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0043062,4392,5.84,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044222,2390,25.29,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024015,1953,4.39,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082068,1209,11.25,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0010872,2177,13.77,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0036147,772,13.97,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0046090,1020,21.03,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033288,1521,8.04,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049206,3149,12.99,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0072541,542,9.21,1,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0026455,1846,9.19,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013817,2144,11.93,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0060247,2940,27.51,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0084306,1451,17.84,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0072264,2278,26.32,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0039267,2566,36.96,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0037479,713,1.52,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007659,851,18.78,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0036861,6770,2.29,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0025323,2182,3.16,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0003360,2602,21.81,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033483,1942,1.19,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0001310,1852,8.75,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044540,4522,9.8,1,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0048846,4004,15.1,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0087395,5775,30.61,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0014329,1622,17.62,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0015171,1339,16.73,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0041715,2878,20.91,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0072692,2710,5.53,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0005387,4529,0.02,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075599,3289,11.34,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047056,3125,18.0,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0042400,542,10.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0015586,850,16.32,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088486,2070,27.79,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0078010,5323,9.22,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088406,1928,7.51,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082497,780,26.1,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0051596,946,13.77,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0057517,1442,29.1,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0042039,2886,18.2,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0022435,2498,8.27,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064267,3926,3.38,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0080177,1120,3.25,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0045828,2510,31.13,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0002898,209,13.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0025144,2895,1.81,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0068532,1194,38.2,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0065424,4919,10.46,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0061004,5397,3.99,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0051198,724,34.06,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082584,1073,2.21,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0012822,781,9.36,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040734,1276,1.45,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011190,1822,14.59,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024775,5827,12.99,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0016814,1308,5.27,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0014965,3339,11.34,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0031375,4406,29.15,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049595,1702,13.36,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0008894,993,18.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0076499,2676,1.64,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0057094,463,6.06,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089694,991,15.09,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0039666,6873,2.67,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056792,3191,1.7,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053258,2289,23.7,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082700,1655,8.27,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013551,4996,21.39,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081901,2175,11.5,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089248,1886,14.64,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0065207,2709,3.51,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050806,2304,28.92,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013579,4942,18.22,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050454,1202,26.08,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0061643,2060,4.74,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0071117,418,17.04,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0079718,2754,2.55,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0001239,2318,5.21,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050641,2589,34.29,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0010595,399,4.67,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088914,598,20.58,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040683,6103,2.18,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089487,1421,11.84,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075981,1338,7.13,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023519,224,19.81,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024943,5150,7.88,1,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0036029,581,4.53,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0048218,3536,1.71,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073080,1510,4.38,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040083,1247,32.84,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049142,1959,9.52,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049503,3155,5.39,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0062193,2572,9.58,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0085271,1577,1.29,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0029753,2812,22.9,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0012188,4073,8.78,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0051488,3951,8.09,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0066861,835,10.49,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0055996,7666,3.94,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0027587,2396,21.79,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064493,2624,23.2,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074635,793,47.16,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040452,4866,24.33,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040513,4122,3.51,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064438,528,33.02,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040740,4101,17.35,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0066888,1797,7.35,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0062872,1103,9.26,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0035757,1893,9.79,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064732,950,17.19,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019171,2191,23.27,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0027031,1747,12.27,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033200,2406,4.42,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0029268,1303,57.14,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0043248,4450,5.2,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0052233,382,32.29,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0084818,2095,17.95,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0054658,2529,26.13,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049366,2810,12.64,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056819,627,2.94,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023202,1614,10.51,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0052359,2886,25.74,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074891,6036,4.6,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0006190,708,13.28,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082478,2347,29.17,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0002097,387,16.87,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0010608,7864,11.81,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040094,3858,13.57,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0078682,339,16.42,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0012030,3744,1.47,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049612,1392,20.37,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0001265,2000,36.88,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0020448,400,14.59,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0083071,2783,37.89,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0018299,5263,16.55,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011810,1893,36.3,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0080072,2738,18.57,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056548,2454,7.87,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0087776,2501,24.06,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0004626,4680,12.09,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011341,1483,7.88,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0052350,6711,16.59,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0030862,1461,0.69,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0014854,2170,5.82,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0010503,701,16.07,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0002214,2668,24.83,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013766,705,8.79,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
